C0441,Main Office Building HVAC/Heating,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Main_Office_Building.pdf,,Main_Office_Building.pdf,,,,,,,,
C0442,Main Office Building Stairs,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Main_Office_Building.pdf,,Main_Office_Building.pdf,,,,,,,,
C0443,Main Office Building Doors/Locks/Security,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Main_Office_Building.pdf,,Main_Office_Building.pdf,,,,,,,,
C0444,Main Office Building Plumbing / Sewage,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Main_Office_Building.pdf,,Main_Office_Building.pdf,,,,,,,,
C0445,Main Office Water Softener System,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Main_Office_Building.pdf,,Main_Office_Building.pdf,,,,,,,,
C0451,Shipping and Receiving Building Roof,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Shipping_and_Receiving_Building.pdf,,Shipping_and_Receiving_Building.pdf,,,,,,,,
C0452,Shipping and Receiving Building Electrical / Lighting,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Shipping_and_Receiving_Building.pdf,,Shipping_and_Receiving_Building.pdf,,,,,,,,
C0453,Shipping and Receiving Building HVAC / Heating,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Shipping_and_Receiving_Building.pdf,,Shipping_and_Receiving_Building.pdf,,,,,,,,
C0454,Shipping And Receiving Building Plumbing / Sewage,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Shipping_and_Receiving_Building.pdf,,Shipping_and_Receiving_Building.pdf,,,,,,,,
C0455,Shipping and Receiving Building Doors/Locks/Security,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Shipping_and_Receiving_Building.pdf,,Shipping_and_Receiving_Building.pdf,,,,,,,,
C0467,Production/Warehouse Building Roof,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Production_and_Warehouse_Building.pdf,,Production_and_Warehouse_Building.pdf,,,,,,,,
C0468,Production/Warehouse Building Electrical/Lighting,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Production_and_Warehouse_Building.pdf,,Production_and_Warehouse_Building.pdf,,,,,,,,
C0469,Production/Warehouse Building HVAC/Heating,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Production_and_Warehouse_Building.pdf,,Production_and_Warehouse_Building.pdf,,,,,,,,
C0470,Production/Warehouse Building Stairs/Catwalks,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Production_and_Warehouse_Building.pdf,,Production_and_Warehouse_Building.pdf,,,,,,,,
C0471,Production/Warehouse Building Doors/Locks/Security,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Production_and_Warehouse_Building.pdf,,Production_and_Warehouse_Building.pdf,,,,,,,,
C0472,Production/Warehouse Building Plumbing/Sewage,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Production_and_Warehouse_Building.pdf,,Production_and_Warehouse_Building.pdf,,,,,,,,
C0501,Hot Oil Building Roof,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Building_Systems.pdf,,Building_Systems.pdf,,,,,,,,
C0502,Hot Oil Building Electrical/Lighting,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Building_Systems.pdf,,Building_Systems.pdf,,,,,,,,
C0503,Hot Oil Building HVAC/Heating,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Building_Systems.pdf,,Building_Systems.pdf,,,,,,,,
C0504,Hot Oil Building Doors / Locks / Security,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Building_Systems.pdf,,Building_Systems.pdf,,,,,,,,
C0505,Hot Oil Building Plumbing / Sewage,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Building_Systems.pdf,,Building_Systems.pdf,,,,,,,,
C0568,Ferrous Chloride Building Structure,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Building_Systems.pdf,,Building_Systems.pdf,,,,,,,,
C0569,Ferrous Chloride Building Electrical/Lighting,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Building_Systems.pdf,,Building_Systems.pdf,,,,,,,,
C0570,Ferrous Chloride Building HVAC/Heating,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Building_Systems.pdf,,Building_Systems.pdf,,,,,,,,
C0571,Ferrous Chloride Building Doors/Locks/Security,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Building_Systems.pdf,,Building_Systems.pdf,,,,,,,,
C0581,Coating Heater Hut Structure,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Building_Systems.pdf,,Building_Systems.pdf,,,,,,,,
C0582,Coating Heater Hut Electrical/Lighting,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Building_Systems.pdf,,Building_Systems.pdf,,,,,,,,
C0641,Finished Product Warehouse Racking,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Warehousing_Systems.pdf,,Warehousing_Systems.pdf,,,,,,,,
C0642,Finished Product Warehouse Roof,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Warehousing_Systems.pdf,,Warehousing_Systems.pdf,,,,,,,,
C0643,Finished Product Warehouse Electrical/Lighting,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Warehousing_Systems.pdf,,Warehousing_Systems.pdf,,,,,,,,
C0644,Finished Product Warehouse Doors/Docks,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Warehousing_Systems.pdf,,Warehousing_Systems.pdf,,,,,,,,
C0645,Pallet Wrapping Machine System,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Warehousing_Systems.pdf,,Warehousing_Systems.pdf,,,,,,,,
C0646,Finished Product Warehouse HVAC / Heating,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Warehousing_Systems.pdf,,Warehousing_Systems.pdf,,,,,,,,
C0663,Fiberglass Warehouse Roof,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Warehousing_Systems.pdf,,Warehousing_Systems.pdf,,,,,,,,
C0664,Fiberglass Warehouse Electrical/Lighting,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Warehousing_Systems.pdf,,Warehousing_Systems.pdf,,,,,,,,
C0665,Fiberglass Warehouse Doors/Docks,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Warehousing_Systems.pdf,,Warehousing_Systems.pdf,,,,,,,,
C0681,Vertical Parts Storage Unit 1,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Warehousing_Systems.pdf,,Warehousing_Systems.pdf,,,,,,,,
C0682,Vertical Parts Storage Unit 2,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Warehousing_Systems.pdf,,Warehousing_Systems.pdf,,,,,,,,
C0682,Vertical Parts Storage Unit 2,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Warehousing_Systems.pdf,,Warehousing_Systems.pdf,,,,,,,,
C0763,Crusher Control Room Structure,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Crusher_Control_Room.pdf,,Crusher_Control_Room.pdf,,,,,,,,
C0765,Crusher Control Room Electrical/Lighting,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Crusher_Control_Room.pdf,,Crusher_Control_Room.pdf,,,,,,,,
C0767,Crusher Control Room HVAC/Heating,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Crusher_Control_Room.pdf,,Crusher_Control_Room.pdf,,,,,,,,
C0771,Crusher Control Room Doors/Locks/Security,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Crusher_Control_Room.pdf,,Crusher_Control_Room.pdf,,,,,,,,
C1051,SBS Mixing System Crane,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1053,DMA Door Hoist 1,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1054,DMA Door Hoist 2,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1056,SBS Mixing System Crane 2,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1058,Wrapper 1 Hoist,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1059,3-Tab Cutter Overhead Crane,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1060,Laminator Overhead Crane,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1061,Laminator Overhead Crane 2,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1062,Wrapper 2 Hoist,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1065,Cooling Section Air knife Blower Room Monorail Crane,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1073,Cooling Section Overhead Crane,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1076,Slate Section Monorail Crane System 1,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1077,Slate Section Monorail Crane System 2,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1084,Top Silos Monorail Crane,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1085,Tower 7th Floor Monorail Crane,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1087,Top Silos Monorail Crane 2,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1098,Maintenance Shop Overhead Crane 1,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Overhead_Cranes_Hoists.pdf,,Overhead_Cranes_Hoists.pdf,,,,,,,,
C1501,Server Farm,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Alarm_Telecommunications_Network_Systems.pdf,,Alarm_Telecommunications_Network_Systems.pdf,,,,,,,,
C1502,Sprinkler Security System,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Alarm_Telecommunications_Network_Systems.pdf,,Alarm_Telecommunications_Network_Systems.pdf,,,,,,,,
C1503,Security System,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Alarm_Telecommunications_Network_Systems.pdf,,Alarm_Telecommunications_Network_Systems.pdf,,,,,,,,
C1504,Fire Alarm Security System,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Alarm_Telecommunications_Network_Systems.pdf,,Alarm_Telecommunications_Network_Systems.pdf,,,,,,,,
C1506,Desktop PC's,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Alarm_Telecommunications_Network_Systems.pdf,,Alarm_Telecommunications_Network_Systems.pdf,,,,,,,,
C1511,Network Equipment,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Alarm_Telecommunications_Network_Systems.pdf,,Alarm_Telecommunications_Network_Systems.pdf,,,,,,,,
C1516,Telephones and Telephone Systems,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Alarm_Telecommunications_Network_Systems.pdf,,Alarm_Telecommunications_Network_Systems.pdf,,,,,,,,
C1530,Natural Gas Line System,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Other_Common_Equipment.pdf,,Other_Common_Equipment.pdf,,,,,,,,
C1650,Process Water System,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Other_Common_Equipment.pdf,,Other_Common_Equipment.pdf,,,,,,,,
C1702,CS Water Softener System Filter,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1710,CS Water Softener / Conditioner System,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1720,CS Spray Water Tank,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1722,CS Spray Pump Strainer,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1730,CS Spray Pump,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1740,CS Spray Filters,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1750,CS Spray System Piping,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1768,CS Sump Pit Screw Conveyor,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1770,CS Cooling Section Pit Sump Pump,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1889,Cooling Tower,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_2.pdf,,COOLING_FPL_SECTION_LEVEL_2.pdf,,,,,,,,
C1889,Cooling Tower,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1890,Cooling Tower Pump Strainer,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1891,Cooling Tower Pump,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1902,Cooling Tower Piping System,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1912,Cooling Roll Pump 1 Strainer,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1913,Cooling Roll Pump 1,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1914,Cooling Roll Pump Filter System 1,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1916,Cooling Roll Pump 2 Strainer,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1917,Cooling Roll Pump 2,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1918,Cooling Roll Pump Filter System 2,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1930,Cooling Settling Tank,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_2.pdf,,COOLING_FPL_SECTION_LEVEL_2.pdf,,,,,,,,
C1930,Cooling Settling Tank,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1931,Cool Water Tank,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_2.pdf,,COOLING_FPL_SECTION_LEVEL_2.pdf,,,,,,,,
C1931,Cool Water Tank,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1982,Pattern Cutter Sump Pump,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1984,CTL Cutter Sump Pump,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1986,3-Tab Cutter Sump Pump,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C1990,CS Water Piping System,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/COOLING_FPL_SECTION_LEVEL_1.pdf,,COOLING_FPL_SECTION_LEVEL_1.pdf,,,,,,,,
C2003,Hot Oil Heater 1,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Hot_Oil_Room_Side_View.pdf,,Hot_Oil_Room_Side_View.pdf,,,,,,,,
C2003,Hot Oil Heater 1,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Hot_Oil_Room_Top_View.pdf,,Hot_Oil_Room_Top_View.pdf,,,,,,,,
C2005,Hot Oil Heater 2,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Hot_Oil_Room_Side_View.pdf,,Hot_Oil_Room_Side_View.pdf,,,,,,,,
C2005,Hot Oil Heater 2,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Hot_Oil_Room_Top_View.pdf,,Hot_Oil_Room_Top_View.pdf,,,,,,,,
C2010,HOS Oil Storage Tank,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Hot_Oil_Room_Side_View.pdf,,Hot_Oil_Room_Side_View.pdf,,,,,,,,
C2010,HOS Oil Storage Tank,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Hot_Oil_Room_Top_View.pdf,,Hot_Oil_Room_Top_View.pdf,,,,,,,,
C2015,Expansion Tank Pump,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Hot_Oil_Room_Top_View.pdf,,Hot_Oil_Room_Top_View.pdf,,,,,,,,
C2020,Expansion Tank,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Hot_Oil_Room_Side_View.pdf,,Hot_Oil_Room_Side_View.pdf,,,,,,,,
C2020,Expansion Tank,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Hot_Oil_Room_Top_View.pdf,,Hot_Oil_Room_Top_View.pdf,,,,,,,,
C2030,Hot Oil Circulation Pump 1,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Hot_Oil_Room_Side_View.pdf,,Hot_Oil_Room_Side_View.pdf,,,,,,,,
C2030,Hot Oil Circulation Pump 1,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Hot_Oil_Room_Top_View.pdf,,Hot_Oil_Room_Top_View.pdf,,,,,,,,
C2031,Hot Oil Circulation Pump 2,http://operations.connect.na.local/support/Reliability/IKOSouthwest/PlantAssetDocs/Hot_Oil_Room_Side_View.pdf,,Hot_Oil_Room_Side_View.pdf,,,,,,,,
