BRIDGESTONE,BRIDGESTONE,,COMPSET1
BRIG-ELEC,BRIGADE ELECTRONICS,,COMPSET1
BRIG-SOUR,BRIGHT SOURCE HID,,COMPSET1
BRIGGS,BRIGGS & STRATTON,,COMPSET1
BRIIDEA,BRIIDEA,,COMPSET1
BRINKMANN,BRINKMANN,,COMPSET1
BRISKHEAT,BRISKHEAT CORP,,COMPSET1
BRITCLIPS,BRITCLIPS,,COMPSET1
BRITON,BRITON,,COMPSET1
BROADOCEAN,ZHONGSHAN BROAD-OCEAN,,COMPSET1
BROAN,BROAN-NUTONE,,COMPSET1
BRONKHORST,BRONKHORST HIGH-TECH,,COMPSET1
BROO-CROM,BROOK CROMPTON,,COMPSET1
BROOK-HANSEN,BROOK HANSEN,,COMPSET1
BROOKFIELD,BROOKFIELD ENGINEERING,,COMPSET1
BROOKS,BROOKS,,COMPSET1
BROSPEC,BROSPEC,,COMPSET1
BROTHER,BROTHER,,COMPSET1
BROUGHTON,BROUGHTON,,COMPSET1
BROW-SHAR,BROWN & SHARPE,,COMPSET1
BROWNING,BROWNING,,COMPSET1
BROY-CONT,BROYCE CONTROL,,COMPSET1
BRUS-FUSE,BRUSH FUSE,,COMPSET1
BRUSKE,BRUSKE,,COMPSET1
BRYA-PROD,BRYANT PRODUCTS,,COMPSET1
BRYANT,BRYANT ELECTRIC,,COMPSET1
BSB-SAFE,"BS&B SAFETY SYSTEMS, INC",,COMPSET1
BUCH-CHEMI,BUCHEM CHEMI &TECHNIK,,COMPSET1
BUCHANAN,BUCHANAN RUBBER LTD,,COMPSET1
BUCY-BLAD,ESCO CORP (OLD BUCYROS BLADES),,COMPSET1
BUDZAR,BUDZAR INDUSTRIES,,COMPSET1
BUFF-PUMP,BUFFALO PUMPS,,COMPSET1
BUHNEN,BUHNEN,,COMPSET1
BULBRITE,BULBRITE,,COMPSET1
BULGIN,BULGIN,,COMPSET1
BULK-PRO,BULK PRO SYSTEMS,,COMPSET1
BULLARD,BULLARD,,COMPSET1
BUNDT,BUNDT,,COMPSET1
BUNTING,BUNTING,,COMPSET1
BUNZI,BUNZI,,COMPSET1
BURCAM,BURCAM,,COMPSET1
BURG-BROW,BURGER & BROWN ENGINEERING,,COMPSET1
BURGESS,BURGESS,,COMPSET1
BURGMANN,BURGMANN,,COMPSET1
BURK-FLUI,BURKERT FLUID SYSTEMS,,COMPSET1
BURK-PUMP,BURKS PUMP,,COMPSET1
BURN-ELEC,BURNDY ELECTRICAL,,COMPSET1
BURNHAM,BURNHAM,,COMPSET1
BUSHNELL,BUSHNELL ILLINIOS TANK,,COMPSET1
BUSSMANN,BUSSMANN,,COMPSET1
BUTL-TRAI,BUTLER TRAILER,,COMPSET1
BUYERS,Buyers Products,,COMPSET1
BW-TECH,BW TECHNOLOGIES,,COMPSET1
BWA-WATER,BWA WATER ADDITIVES,,COMPSET1
CABUR,CABUR,,COMPSET1
CADDY,CADDY,,COMPSET1
CAEM,CAEM,,COMPSET1
CAG-PURI,CAG PURIFICATION,,COMPSET1
CALBRITE,CALBRITE,,COMPSET1
CALDWELL,CALDWELL GROUP,,COMPSET1
CALEFFI,CALEFFI HYDRONIC SOLUTIONS,,COMPSET1
CALG-CARB,CALGON CARBON,,COMPSET1
CALORITECH,CALORITECH,,COMPSET1
CALS-SOLV,CALSCO SOLVENT LIMITED,,COMPSET1
CAM-STAT,CAM-STAT,,COMPSET1
CAMB-ENGI,CAMBRIDGE ENGINEERED SOLUTIONS,,COMPSET1
CAMBRIDGE,CAMBRIDGE,,COMPSET1
CAMCO,CAMCO MANUFACTURING,,COMPSET1
CAMDENBOSS,CAMDENBOSS,,COMPSET1
CAMEL,CAMEL,,COMPSET1
CAMINEX,CAMINEX,,COMPSET1
CAMLOK,CAMLOK LIFTING CLAMPS LTD,,COMPSET1
CAMOZZI,CAMOZZI,,COMPSET1
CAMP-HAUS,CAMPBELL HAUSFELD,,COMPSET1
CAN-ROSS,CAN-ROSS,,COMPSET1
CANA-DYNA,CANADIAN DYNAMIC AIR COMPRESSORS,,COMPSET1
CANA-ROBO,CANADIAN ROBOTICS,,COMPSET1
CANA-SCIE,CANADAWIDE SCIENTIFIC,,COMPSET1
CANA-TIRE,CANADIAN TIRE,,COMPSET1
CANABLAST,CANABLAST,,COMPSET1
CANADA-PUMP,CANADA PUMP,,COMPSET1
CANARM,CANARM,,COMPSET1
CANCORD,CANCORD ROPES INC,,COMPSET1
CANDELA,CANDELA CORPORATION (FORMERLY SUNRAY),,COMPSET1
CANFIELD,CANFIELD,,COMPSET1
CANFORD,CANFORD,,COMPSET1
CANIMEX,CANIMEX,,COMPSET1
CANLYTE,CANLYTE,,COMPSET1
CANNOX,CANNOX,,COMPSET1
CANON,CANON,,COMPSET1
CANTEX,CANTEX,,COMPSET1
CANTONI,Cantoni Group,,COMPSET1
CAPRONI,CAPRONI,,COMPSET1
CARB-BRUS,CARBON BRUSH SUPPLY,,COMPSET1
CARBIT,CARBIT,,COMPSET1
CARBOLING,CARBOLING,,COMPSET1
CARBONE,CARBONE,,COMPSET1
CARBORUNDUM,CARBORUNDUM ABRASIVES,,COMPSET1
CARBOX,CARBOX,,COMPSET1
CARD-SCAL,CARDINAL SCALE,,COMPSET1
CARD-SCIE,CARDIAC SCIENCE,,COMPSET1
CARL-GAVA,CARLO GAVAZZI,,COMPSET1
CARLING,CARLING TECHNOLOGIES,,COMPSET1
CARLINGSWITC,CARLINGSWITCH,,COMPSET1
CARLON,CARLON,,COMPSET1
CARLSON,CARLSON,,COMPSET1
CARM-INDU,CARMAN INDUSTRIES INC,,COMPSET1
CARMA,CARMA INDUSTRIES,,COMPSET1
CARO-TOOL,CAROLINA TOOL AND EQUIPTMENT,,COMPSET1
CARON,CARON,,COMPSET1
CAROO,CAROO,,COMPSET1
CARP-ADVA,CARPENTER ADVANCED CERAMICS,,COMPSET1
CARPANELLI,CAPANELLI (ITALY),,COMPSET1
CARQUEST,CARQUEST,,COMPSET1
CARR-INDU,CARRIERE INDUSTRIAL SUPPLIES,,COMPSET1
CARR-LANE,CARR LANE,,COMPSET1
CARTER,CARTER,,COMPSET1
CARTIER,CARTIER CHEMICALS LTD,,COMPSET1
CARV-PUMP,CARVER PUMP,,COMPSET1
CARY-COMP,THE CARY COMPANY,,COMPSET1
CASALI,CASALI,,COMPSET1
CASAPPA,CASAPPA PUMPS,,COMPSET1
CASCADE,CASCADE,,COMPSET1
CASE-IH,CASE IH,,COMPSET1
CASH-ACME,CASH ACME,,COMPSET1
CASH-VALVE,CASH VALVE,,COMPSET1
CAST-EUTE,CASTOLIN EUTECTIC,,COMPSET1
CASTROL,CASTROL,,COMPSET1
CAT-PUMP,CAT PUMP,,COMPSET1
CATERPILLAR,CATERPILLAR,,COMPSET1
CATTRON,CATTRON,,COMPSET1
CB-AIRT,CB AIRTECH LTD,,COMPSET1
CB-MANU,CB MANUFACTURING,,COMPSET1
CB-T,CB&T,,COMPSET1
CBI-FORK,CBI FORKLIFT ATTACHMENTS,,COMPSET1
CBM-MANU,CBM MANUFACTURING,,COMPSET1
CC-TRON,CC-TRON,,COMPSET1
CCI,CCI THERMAL TECHNOLOGIES (RUFFNECK) THERMON,,COMPSET1
CDA-DYNAMIC,CDA DYNAMIC,,COMPSET1
CDC-PNEU,CDC PNEUMATICS,,COMPSET1
CDE,CORNELL DUBILIER ELECTRONICS,,COMPSET1
CECO,CECO FILTERS,,COMPSET1
CEFCO,CEFCO,,COMPSET1
CEG,CEG,,COMPSET1
CEILCOTE,CEILCOTE AIR POLLUTION CT,,COMPSET1
CELTRON,CELTRON,,COMPSET1
CEMA-ELEC,CEMAR ELECTRO,,COMPSET1
CEMENTEX,CEMENTEX,,COMPSET1
CENT-ELEC,CENTURY ELECTRIC MOTOR (FORMERLY A.O. SMITH),,COMPSET1
CENT-PNEU,CENTRAL PNEUMATICS,,COMPSET1
CENTA,CENTA TRANSMISSIONS,,COMPSET1
CENTURION,CENTURION,,COMPSET1
CENTURY,CENTURY SPRING,,COMPSET1
CERAMIWELD,CERAMIWELD TECHNOLOGIES INT'L,,COMPSET1
CERT-LAB,CERTIFIED LABORATORIES,,COMPSET1
CERTAINTEED,CERTAINTEED,,COMPSET1
CERTAINTY,Certainty Brand,,COMPSET1
CERTEL,CERTEL,,COMPSET1
CESCO,CANADIAN ENGRAVERS SUPPLY CO.,,COMPSET1
CFI-FLUO,CFI FLUORESCENT,,COMPSET1
CG-HILL,C.G. HILL COMPANY,,COMPSET1
CH-HOLDERBY,C.H. HOLDERBY,,COMPSET1
CHALLENGER,CHALLENGER VALVE AND CONTROL,,COMPSET1
CHAMPION,CHAMPION,,COMPSET1
CHAN-PROD,CHANNEL PRODUCTS,,COMPSET1
CHAPIN,CHAPIN,,COMPSET1
CHAR-LYNN,CHAR-LYNN,,COMPSET1
CHAR-WIRE,CHARLOTTE WIRE CABLE COMPANY,,COMPSET1
CHARMIN,CHARMIN,,COMPSET1
CHASE,CHASE ASSOCIATES,,COMPSET1
CHECK-ALL,CHECK-ALL,,COMPSET1
CHECKALL,CHECKALL VALVE MANUFACTURING,,COMPSET1
CHECKERS,CHECKERS,,COMPSET1
CHEM-AQUA,CHEM-AQUA,,COMPSET1
CHEM-PROD,CHEMFAX PRODUCT LTD,,COMPSET1
CHEMAX,CHEMAX CORP (OLD TRACIT),,COMPSET1
CHEMCOR,CHEMCOR,,COMPSET1
CHEMICOLLOID,CHEMICOLLOID,,COMPSET1
CHEMINEER,CHEMINEER,,COMPSET1
CHEMLINE,CHEMLINE PLASTICS LTD,,COMPSET1
CHEMREZ,CHEMREZ,,COMPSET1
CHEMSEARCH,CHEMSEARCH,,COMPSET1
CHEMSTATION,CHEMSTATION,,COMPSET1
CHEMTAINER,CHEMTAINER (CHEM-TAINER),,COMPSET1
CHEMTROL,CHEMTROL,,COMPSET1
CHEMTRONICS,CHEMTRONICS,,COMPSET1
CHENTA,CHENTA,,COMPSET1
CHER-INDU,CHERRY'S INDUSTRIAL EQUIPMENT,,COMPSET1
CHERRY,ZF CHERRY,,COMPSET1
CHESTERTON,CHESTERTON,,COMPSET1
CHEVROLET,CHEVROLET,,COMPSET1
CHEVRON,CHEVRON,,COMPSET1
CHIARAVALLI,CHIARAVALLI,,COMPSET1
CHIC-BLOW,CHICAGO BLOWER,,COMPSET1
CHIC-DIAL,CHICAGO DIAL INDICATOR,,COMPSET1
CHIC-FAUC,CHICAGO FAUCETS (GEBERIT COMPANY),,COMPSET1
CHIC-MINI,CHICAGO MINI LAMP,,COMPSET1
CHIC-PNEU,CHICAGO PNEUMATIC,,COMPSET1
CHIC-PROT,CHICAGO PROTECTIVE APPAREL,,COMPSET1
CHIC-RAWH,CHICAGO RAWHIDE (C-R),,COMPSET1
CHIC-SAFE,CHICAGO SAFETY PRODUCTS,,COMPSET1
CHICAGO-CTRL,CHICAGO-CTRL,,COMPSET1
CHIORINO,CHIORINO,,COMPSET1
CHIP-QUIK,CHIP QUIK,,COMPSET1
CHRISTENSEN,BRDR. CHRISTENSEN APS,,COMPSET1
CHROMALOX,CHROMALOX,,COMPSET1
CHRYSLER,CHRYSLER,,COMPSET1
CHURCHMANS,CHURCHMANS,,COMPSET1
CIM-TEK,CIM TEK FILTRATION,,COMPSET1
CINC-FAN,CINCINNATI FAN,,COMPSET1
CIPC,CHICAGO INDUSTRIAL PUMP CO.,,COMPSET1
CIRCOR,CIRCOR ENERGY,,COMPSET1
CIRCUIT-TEST,CIRCUIT TEST ELECTRONICS,,COMPSET1
CKB-INDU,CKB INDUSTRIES,,COMPSET1
CL-SMITH,CL SMITH INDUSTRIAL CO.,,COMPSET1
CLAIRE,CLAIRE MANUFACTURING,,COMPSET1
CLAMPCO,CLAMPCO,,COMPSET1
CLAR-OSBO,CLARKSON-OSBORN TOOLS,,COMPSET1
CLAR-ROLL,CLARKE-ROLLER-AND-RUBER-LTD,,COMPSET1
CLARK,CLARK (FORKLIFT),,COMPSET1
CLARKE,"CLARKE UK, LTD",,COMPSET1
CLAROSTAT,CLAROSTAT,,COMPSET1
CLAYTON,CLAYTON INDUSTRIES,,COMPSET1
CLEA-BROO,CLEAVER BROOKS,,COMPSET1
CLEA-EDGE,CLEAR EDGE FILTRATION,,COMPSET1
CLEAN-SWEEP,CLEAN SWEEP,,COMPSET1
CLEASBY,CLEASBY CONVEYORS,,COMPSET1
CLEV-CONT,CLEVELAND CONTROLS,,COMPSET1
CLEV-VIBR,CLEVELAND VIBRATOR,,COMPSET1
CLIC-BOND,CLICK BOND INC.,,COMPSET1
CLIM-META,CLIMAX METAL PRODUCTS CO.,,COMPSET1
CLIMALOC,CLIMALOC,,COMPSET1
CLIMAX,CLIMAX LUBE,,COMPSET1
CLIPPARD,CLIPPARD MINIMATIC,,COMPSET1
CLIPPER,CLIPPER,,COMPSET1
CLOROX,CLOROX,,COMPSET1
CLOVERDALE,CLOVERDALE PAINT INC,,COMPSET1
CLOYES,CLOYES,,COMPSET1
CM-RIGGING,CM RIGGING,,COMPSET1
CMC,CMC,,COMPSET1
CMT-ORANGE,CMT ORANGE TOOLS,,COMPSET1
CO-RAY-VAC,CO-RAY-VAC,,COMPSET1
COAST,"COAST PRODUCTS, INC",,COMPSET1
COAT-AMER,COATS AMERICAN,,COMPSET1
COE-MANU,COE MANUFACTURING,,COMPSET1
COFF-HOIST,COFFING HOISTS,,COMPSET1
COGNEX,COGNEX CORP,,COMPSET1
COHERENT,COHERENT,,COMPSET1
COILHOSE,COILHOSE PNUEMATICS,,COMPSET1
COILHOUSE,COILHOUSE PNEUMATICS,,COMPSET1
COLD-JET,"COLD JET,LLC",,COMPSET1
COLE-CABL,COLEMAN CABLE,,COMPSET1
COLE-HERSEE,COLE HERSEE,,COMPSET1
COLE-PARMER,COLE PARMER,,COMPSET1
COLEMAN,COLEMAN,,COMPSET1
COLL-TIME,COLLECTROL TIMERS,,COMPSET1
COLONIAL,COLONIAL,,COMPSET1
COLSON,COLSON CASTER CORP,,COMPSET1
COLTON,COLTON INDUSTRIES,,COMPSET1
COLU-ELEC,COLUMBUS ELECTRIC,,COMPSET1
COLU-HYDR,COLUMBUS HYDRAULICS,,COMPSET1
COLU-MCKI,COLUMBUS MCKINNON,,COMPSET1
COMA-ROTR,COMAIR ROTRON,,COMPSET1
COMER,COMER MOTORS,,COMPSET1
COMM-CONT,COMMAND CONTROLS,,COMPSET1
COMM-MANU,COMMONWEALTH MANUFACTURING,,COMPSET1
COMM-ROLL,COMMERCIAL ROLL FORM,,COMPSET1
COMP-AIR,"COMPRESSED AIR SYSTEMS, INC (POGO)",,COMPSET1
COMP-AUTO,COMPACT AUTOMATION,,COMPSET1
COMP-ENTE,COMPTON ENTERPRISES,,COMPSET1
COMP-ENVI,COMPLETE ENVIRONMENTAL PRODUCTS,,COMPSET1
COMP-INST,COMPTON INSTRUMENTS,,COMPSET1
COMP-WORL,COMPRESSOR WORLD,,COMPSET1
COMPACT,COMPACT INC.,,COMPSET1
COMTRAC,COMTRAC,,COMPSET1
CONAWAY,CONAWAY,,COMPSET1
CONBRACO,CONBRACO,,COMPSET1
CONCEPT-AIR,CONCEPT AIR SYSTEMS,,COMPSET1
CONCOA,CONCOA PRECISION GAS CONTROLS,,COMPSET1
CONDOR,CONDOR,,COMPSET1
CONDUCTIX,CONDUCTIX,,COMPSET1
CONE-DRIVE,CONE DRIVE,,COMPSET1
CONFLOW,CONFLOW,,COMPSET1
CONN-TECH,"CONNECTION TECHNOLOGY CENTER, INC (CTC)",,COMPSET1
CONNEX,CONNEX,,COMPSET1
CONNOR,CONNOR,,COMPSET1
CONO-PHIL,CONOCOPHILLIPS,,COMPSET1
CONOFLOW,CONOFLOW,,COMPSET1
CONQ-EQUI,CONQUEST EQUIPMENT,,COMPSET1
CONRADER,CONRADER,,COMPSET1
CONS-BEAR,CONSOLIDATED BEARING,,COMPSET1
CONS-DEVI,CONSOLIDATED DEVICE CONTROL,,COMPSET1
CONS-VALV,CONSOLIDATED VALVE,,COMPSET1
CONT-AIR,CONTROL AIR,,COMPSET1
CONT-BRUS,CONTINENTAL BRUSH MANUFACTURING,,COMPSET1
CONT-CARB,CONTINENTAL CARBONIC,,COMPSET1
CONT-CONC,CONTROL CONCEPTS,,COMPSET1
CONT-CONV,CONTINENTAL CONVEYOR,,COMPSET1
CONT-DEVI,CONTROL DEVICES,,COMPSET1
CONT-ENGI,CONTINENTAL ENGINES,,COMPSET1
CONT-HYDR,CONTINENTAL HYDRAULICS,,COMPSET1
CONT-INDU,CONTINENTAL INDUSTRIES,,COMPSET1
CONT-LINK,CONTROL LINK,,COMPSET1
CONT-SOUT,CONTROLS SOUTHEAST,,COMPSET1
CONT-TECH,CONTROL TECHNIQUES,,COMPSET1
CONTECH,"CONTECH PRODUCTS, LTD",,COMPSET1
CONTITECH,CONTINENTAL CONTITECH,,COMPSET1
CONTOUR,CONTOUR,,COMPSET1
CONTREX,CONTREX,,COMPSET1
CONTRINEX,CONTRINEX AG,,COMPSET1
CONTROTECH,CONTROTECH,,COMPSET1
CONV-ACCE,CONVEYOR ACCESSORIES INC,,COMPSET1
CONV-COMP,CONVEYOR COMPONENTS COMPANY,,COMPSET1
CONV-ENGI,CONVEYOR ENGINEERING & MANUFACTURIN,,COMPSET1
CONVERTECH,CONVERTECH,,COMPSET1
CONVEX,CONVEX,,COMPSET1
COOL-MIST,KOOL MIST CORP.,,COMPSET1
COOP-BLIN,COOPER B-LINE,,COMPSET1
COOP-LIGH,COOPER LIGHTING,,COMPSET1
COOPER,COOPER BEARING,,COMPSET1
COORS,COORS,,COMPSET1
COPERION,COPERION K-TRON/COPERION,,COMPSET1
CORDOVA,CORDOVA SAFETY,,COMPSET1
CORE-PROD,CORE PRODUCTS,,COMPSET1
CORKEN,"CORKEN, INC.",,COMPSET1
CORN-CABL,CORNING CABLE SYSTEMS,,COMPSET1
CORONA,CORONA,,COMPSET1
CORTELCO,CORTELCO,,COMPSET1
COSEL,COSEL,,COMPSET1
COTI,"COTI GLOBAL SENSORS, MFG. (INC.)",,COMPSET1
COVERTECH,COVERTECH INC,,COMPSET1
COWA-DYNA,COWAN DYNAMICS INC,,COMPSET1
COXREELS,Coxreels,,COMPSET1
COYEN-FLOW,COYEN FLOW CONTROLS,,COMPSET1
CP-ELEC,CP ELECTRONICS INC.,,COMPSET1
CPE-FILT,C.P.E. FILTERS,,COMPSET1
CPE-FILTERS,"CPE FILTERS, INC",,COMPSET1
CPI,CPI AUTOMATION,,COMPSET1
CR-MAGN,"CR MAGNETICS, INC.",,COMPSET1
CRABTREE,CRABTREE,,COMPSET1
CRAMER,CRAMER,,COMPSET1
CRANE,CRANE,,COMPSET1
CRC-INDU,CRC INDUSTRIAL,,COMPSET1
CREA-TOOL,CREATIVE TOOLING SOLUTION,,COMPSET1
CREI-ROC-DRI,CREIGHTON ROCK DRILL LTD,,COMPSET1
CRESCENT,CRESCENT TOOLS,,COMPSET1
CRIT-ENVI,CRITICAL ENVIRONMENT TECH CANADA INC.,,COMPSET1
CRITCHLEY,CRITCHLEY,,COMPSET1
CRITERION,CRITERION,,COMPSET1
CROM-INST,CROMPTON INSTRUMENTS,,COMPSET1
CRONATRON,CRONATRON,,COMPSET1
CROS-CNVY,CROSS CONVEYOR,,COMPSET1
CROS-MORS,CROSS+MORSE,,COMPSET1
CROSBY,CROSBY,,COMPSET1
CROUSE-HINDS,CROUSE HINDS,,COMPSET1
CROUZET,CROUZET,,COMPSET1
CROW-ENGI,CROWN ENGINEERING CORP,,COMPSET1
CROWN,CROWN,,COMPSET1
CRYDOM,CRYDOM,,COMPSET1
CS-ELEC,C&S ELECTRIC LIMITED,,COMPSET1
CSC-LED,CSC LED,,COMPSET1
CTC-INTE,CTC INTERNATIONAL,,COMPSET1
CTH-CONT,CTH CONTROLS INC,,COMPSET1
CTH-IND,CTH INDUSTRIAL CONTROLS,,COMPSET1
CTS-ITALY,CTS-ITALY,,COMPSET1
CULLIGAN,CULLIGAN MATRIX SOLUTIONS,,COMPSET1
CUM-CORP,C.U.M CORPORATION,,COMPSET1
CUMBERLAND,CUMBERLAND,,COMPSET1
CUMMINS,CUMMINS,,COMPSET1
CURRAN-ASSOC,CURRAN-ASSOC,,COMPSET1
CURT-INDU,CURTIS INDUSTRIES,,COMPSET1
CURT-UNIV,CURTIS UNIVERSAL JOINT COMPANY,,COMPSET1
CUST-CTRL,CUSTOM CONTROL SENSORS,,COMPSET1
CUST-GASK,CUSTOM GASKETS,,COMPSET1
CUST-SERV,CUSTOM-SERVO-MTR,,COMPSET1
CUSTOMLINE,CUSTOMLINE,,COMPSET1
CUTL-HAMM,CUTLER HAMMER,,COMPSET1
CVM-CORP,CVM-CORPORATION,,COMPSET1
CVS-CTRL,CVS CONTROLS LTD,,COMPSET1
CYCLONAIRE,CYCLONAIRE PNEUMATIC CONVEYING SYSTEMS,,COMPSET1
CYCLONE,CYCLONE,,COMPSET1
DAEMAR,DAEMAR,,COMPSET1
DAFCO,DAFCO,,COMPSET1
DAKE-JOHN,DAKE JOHNSON,,COMPSET1
DALC-ELEC,DALCO ELECTRONICS,,COMPSET1
DALT-INDU,DALTEC INDUSTRIES LTD,,COMPSET1
DALTON-GEAR,DALTON-GEAR,,COMPSET1
DAMAN,DAMAN,,COMPSET1
DANA,DANA,,COMPSET1
DANA-CONT,DANAHER CONTROLS,,COMPSET1
DANFOSS,DANFOSS,,COMPSET1
DANI-JERM,"DANIEL JERMAN CO., INC",,COMPSET1
DANI-WOOD,DANIEL WOODHEAD COMPANY,,COMPSET1
DARCOR,DARCOR,,COMPSET1
DARL-DURO,DARLING DURO LTD.,,COMPSET1
DART-CONT,DART CONTROLS,,COMPSET1
DATALEX,DATALEX,,COMPSET1
DATALINK,DATALINK,,COMPSET1
DATALOGIC,DATALOGIC,,COMPSET1
DATAMAX,DATAMAX,,COMPSET1
DATASENSOR,DATASENSOR,,COMPSET1
DATAXEL,DATAXEL,,COMPSET1
DAVE-INDU,DAVEN INDUSTRIES,,COMPSET1
DAVID-BROWN,DAVID BROWN,,COMPSET1
DAVL-DARM,DAVLEY-DARMEX  INC,,COMPSET1
DAYC-EAST,DAYCO-EASTMAN,,COMPSET1
DAYCO,DAYCO,,COMPSET1
DAYTON,DAYTON,,COMPSET1
DAZOR,DAZOR,,COMPSET1
DB-HYDR,D&B HYDRAULIC,,COMPSET1
DBI-SALA,DBI-SALA,,COMPSET1
DCL,DUST CONTROL AND LOADING SYSTEMS,,COMPSET1
DEAN-PUMP,DEAN PUMP (MET-PRO GLOBAL PUMP SOLUTIONS),,COMPSET1
DECA-CABLE,DECA CABLES INC.,,COMPSET1
DECO,DECO,,COMPSET1
DEGIL,DEGIL SAFETY,,COMPSET1
DEKA,DEKA,,COMPSET1
DELCO,DELCO WIRE & CABLE,,COMPSET1
DELHI,DELHI INDUSTRIES,,COMPSET1
DELL,Dell Inc,,COMPSET1
DELTA,DELTA,,COMPSET1
DELTA-DUCON,DELTA-DUCON,,COMPSET1
DELTA-ELEC,DELTA ELECTRONICS,,COMPSET1
DELTA-POWER,DELTA POWER,,COMPSET1
DELTA-TRAN,DELTA TRANSFORMERS,,COMPSET1
DELTANA,DELTANA,,COMPSET1
DELTECH,DELTECH,,COMPSET1
DELTROL,DELTROL,,COMPSET1
DELVIRO,DELVIRO LED LIGHTING,,COMPSET1
DEMA,DEMA ENGINEERING,,COMPSET1
DEMAG,DEMAG,,COMPSET1
DEMATIC,DEMATIC CORP,,COMPSET1
DENITOOL,DENITOOL,,COMPSET1
DENSO,DENSO,,COMPSET1
DENTEC,DENTEC SAFETY (DISTRIBUTOR),,COMPSET1
DEPEND,DEPEND,,COMPSET1
DES-CASE,DES-CASE CORPORATION,,COMPSET1
DESA-TECH,DESA TECH,,COMPSET1
DESCO,DESCO,,COMPSET1
DESIGN-ELEC,DESIGN-ELECTRIC,,COMPSET1
DESIGNFLEX,DESIGNFLEX,,COMPSET1
DESM-ROTA,DESMI ROTAN PUMPS,,COMPSET1
DESTACO,DESTACO,,COMPSET1
DEUBLIN,DEUBLIN,,COMPSET1
DEUTZ,DEUTZ,,COMPSET1
DEVCON,DEVCON,,COMPSET1
DEWALT,DEWALT,,COMPSET1
DEXT-RUSS,"DEXTER-RUSSELL,INC",,COMPSET1
DEZU-COPE,DEZURIK & COPES-VULCAN,,COMPSET1
DEZURIK,DEZURIK,,COMPSET1
DI-PIU,DI PIU SYSTEMS,,COMPSET1
DIA-NIELSEN,DIA-NIELSEN,,COMPSET1
DIAGRAPH,DIAGRAPH,,COMPSET1
DIALIGHT,DIALIGHT,,COMPSET1
DIAMOND,DIAMOND CHAIN COMPANY,,COMPSET1
DICHTOMATIK,DICHTOMATIK,,COMPSET1
DICKINSON,DICKINSON,,COMPSET1
DICKSON,DICKSON,,COMPSET1
DICO,DICO,,COMPSET1
DIEGON,DIEGON,,COMPSET1
DIELEKTROL,DIELEKTROL VI,,COMPSET1
DIEMER,DIEMER,,COMPSET1
DIGI-SENSE,DIGI-SENSE,,COMPSET1
DILLON,DILLON QUANTROL,,COMPSET1
DIMPLEX,DIMPLEX,,COMPSET1
DIPAOLO,DIPAOLO MACHINE TOOLS,,COMPSET1
DITEL,DITEL,,COMPSET1
DIVERSITECH,DIVERSITECH,,COMPSET1
DIXI-ELEC,DIXIE ELECTRIC,,COMPSET1
DIXON,DIXON BAYCO,,COMPSET1
DMIC,DELAWARE MANUFACTURING INDUSTRIES CORPORATION,,COMPSET1
DML,DML,,COMPSET1
DNP,DNP,,COMPSET1
DOCAP,DOCAP,,COMPSET1
DODGE,DODGE,,COMPSET1
DOERR,DOERR,,COMPSET1
DOLD,E. Dold & Söhne KG,,COMPSET1
DOMI-SURE,DOMINION SURE SEAL LTD,,COMPSET1
DOMINO,DOMINO,,COMPSET1
DOMN-HUNT,DOMNICK HUNTER,,COMPSET1
DOMNIK,DOMNIK,,COMPSET1
DONALDSON,DONALDSON COMPANY,,COMPSET1
DONGAN,DONGAN,,COMPSET1
DONI-TESN,DONIT TESNIT,,COMPSET1
DOORKING,DOORKING,,COMPSET1
DOORLEC,DOORLEC,,COMPSET1
DOORMAN,DOORMAN,,COMPSET1
DOORTITE,DOORTITE,,COMPSET1
DOOSAN,DOOSAN,,COMPSET1
DORAN,DORAN MANUFACTURING,,COMPSET1
DOREX,DOREX,,COMPSET1
DORI-TOOL,DORIAN TOOL,,COMPSET1
DORM-DIES,DORMAN DIESELS,,COMPSET1
DORM-KABA,dormakaba Group,,COMPSET1
DORM-PRAM,DORMER PRAMET,,COMPSET1
DORM-SMIT,DORMAN SMITH SWITCHGEAR,,COMPSET1
DORMEYER,DORMEYER,,COMPSET1
DORRIS,DORRIS,,COMPSET1
DOSATRON,DOSATRON INTERNATIONAL,,COMPSET1
DOTCO,DOTCO,,COMPSET1
DOUBLE-E,"DOUBLE E COMPANY, INC.",,COMPSET1
DOUBLE-T,DOUBLE T EQUIPMENT LTD,,COMPSET1
DOUG-LIGH,DOUGLAS LIGHTING CONTROL,,COMPSET1
DOUG-MANU,DOUGLAS MANUFACTURING,,COMPSET1
DOW-CORNING,DOW CORNING,,COMPSET1
DOWTY,DOWTY,,COMPSET1
DOYL-ENGI,DOYLE ENGINEERING,,COMPSET1
DR-JOSE,DR JOSEPH INC,,COMPSET1
DRAEGER,DRAEGER SAFETY (DRAGER),,COMPSET1
DRAIN-ALL,"DRAIN-ALL, INC",,COMPSET1
DRAKA,Draka UK Ltd.,,COMPSET1
DREMEL,DREMEL,,COMPSET1
DRES-ROOT,DRESSER ROOTS,,COMPSET1
DRESSER,DRESSER,,COMPSET1
DREXELBROOK,DREXELBROOK,,COMPSET1
DRIL-DOCT,DRILL DOCTOR,,COMPSET1
DRITAC,DRITAC,,COMPSET1
